<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
TATN,D,20180411,000000,640.3500000,660.5000000,637.8500000,650.2500000,3251600
TATN,D,20180412,000000,650.8500000,655.6500000,641.8500000,655.6500000,2263020
TATN,D,20180413,000000,655.0500000,657.6000000,642.8000000,647.7500000,2133630
TATN,D,20180416,000000,644.4500000,658.9500000,640.1500000,650.0000000,1733890
TATN,D,20180417,000000,653.0500000,660.0000000,650.7000000,657.0000000,2463630
TATN,D,20180418,000000,657.5500000,663.3500000,654.0000000,660.5500000,2221450
TATN,D,20180419,000000,660.5000000,661.3500000,649.4500000,660.0000000,1819930
TATN,D,20180420,000000,657.3500000,659.6500000,651.5000000,657.1000000,1360490
TATN,D,20180423,000000,655.3500000,666.2000000,652.6000000,659.4500000,1969410
TATN,D,20180424,000000,660.9000000,663.6000000,658.3500000,661.0000000,978430
TATN,D,20180425,000000,658.2500000,666.0000000,654.3500000,666.0000000,1161180
TATN,D,20180426,000000,665.9500000,680.3500000,663.7000000,680.0000000,1537080
TATN,D,20180427,000000,679.6500000,685.2500000,666.1500000,685.2500000,1527510
TATN,D,20180428,000000,678.7000000,683.7500000,675.2500000,682.0500000,278600
TATN,D,20180430,000000,678.7000000,678.8500000,671.0500000,671.0500000,743860
TATN,D,20180502,000000,669.7000000,680.2500000,661.1500000,671.0000000,2102110
TATN,D,20180503,000000,669.6000000,670.9500000,650.0000000,650.0000000,2161890
TATN,D,20180504,000000,653.7500000,663.2000000,647.7500000,659.3500000,1782430
TATN,D,20180507,000000,661.7500000,667.2000000,653.1500000,654.1500000,1091260
TATN,D,20180508,000000,654.9500000,666.9500000,651.5000000,666.9500000,1744770
TATN,D,20180510,000000,677.8000000,677.9000000,664.6500000,671.8000000,1830770
TATN,D,20180511,000000,672.5000000,681.5500000,672.0000000,677.5500000,1360290
TATN,D,20180514,000000,677.3500000,690.7000000,674.6500000,685.2500000,1434680
TATN,D,20180515,000000,685.7000000,692.8000000,678.2500000,679.5500000,2308950
TATN,D,20180516,000000,681.8000000,687.9500000,673.0000000,676.0000000,1981750
TATN,D,20180517,000000,679.3000000,685.0000000,672.0000000,672.1000000,1498830
TATN,D,20180518,000000,673.2000000,687.0000000,672.0000000,681.5000000,1499410
TATN,D,20180521,000000,684.0000000,697.5000000,681.8500000,685.0000000,1233560
TATN,D,20180522,000000,685.0000000,685.5000000,675.1000000,676.0500000,1236930
TATN,D,20180523,000000,675.1000000,678.3500000,664.3000000,664.3000000,1501020
TATN,D,20180524,000000,666.7500000,672.9500000,662.4000000,664.0000000,1129880
TATN,D,20180525,000000,665.5000000,674.6500000,663.2000000,667.6000000,1287200
TATN,D,20180528,000000,667.7000000,667.9500000,663.3000000,663.3500000,403010
TATN,D,20180529,000000,664.9000000,676.2500000,663.5000000,675.9500000,1529650
TATN,D,20180530,000000,676.5000000,682.9500000,667.1000000,669.5000000,1880540
TATN,D,20180531,000000,672.8000000,677.4500000,663.6500000,666.5000000,5375720
TATN,D,20180601,000000,669.4000000,674.9500000,662.7000000,665.5500000,1122860
TATN,D,20180604,000000,667.8000000,675.4000000,666.3000000,670.4500000,977800
TATN,D,20180605,000000,668.2000000,677.2500000,668.0500000,673.8500000,1050350
TATN,D,20180606,000000,673.9500000,676.2500000,665.0000000,668.5000000,789230
TATN,D,20180607,000000,669.5000000,675.5000000,668.0000000,668.0000000,1113720
TATN,D,20180608,000000,669.3500000,676.6500000,653.0500000,653.3000000,3082790
TATN,D,20180609,000000,656.5500000,659.9500000,654.3000000,656.6000000,87050
TATN,D,20180611,000000,658.7500000,659.5500000,651.1000000,653.0000000,789170
TATN,D,20180613,000000,654.4000000,659.9500000,651.3500000,655.0000000,1861950
TATN,D,20180614,000000,655.0000000,656.8000000,639.6000000,642.0500000,2145430
TATN,D,20180615,000000,640.8500000,655.9000000,640.8500000,650.0000000,3586100
TATN,D,20180618,000000,648.0500000,649.7500000,641.0000000,641.0000000,1362850
TATN,D,20180619,000000,639.8000000,650.5000000,636.9000000,646.0500000,2531820
TATN,D,20180620,000000,650.7500000,666.0000000,650.6500000,655.0000000,1776420
TATN,D,20180621,000000,655.8000000,668.3000000,655.8000000,661.4500000,1861390
TATN,D,20180622,000000,664.3500000,672.3500000,655.8000000,656.6500000,1728070
TATN,D,20180625,000000,658.4000000,679.8500000,656.8500000,672.6500000,1446010
TATN,D,20180626,000000,676.7500000,681.5000000,659.6000000,660.4500000,1511960
TATN,D,20180627,000000,663.0000000,679.0000000,662.6500000,674.1500000,1295780
TATN,D,20180628,000000,674.7500000,675.5500000,655.2000000,658.0000000,1696390
TATN,D,20180629,000000,664.8500000,675.9500000,659.4500000,675.9500000,1844200
TATN,D,20180702,000000,674.7000000,679.4500000,669.3500000,677.2000000,1704800
TATN,D,20180703,000000,674.8500000,682.0000000,673.0000000,678.0000000,1612760
TATN,D,20180704,000000,678.0000000,687.5500000,676.8000000,684.1500000,906070
TATN,D,20180705,000000,672.9000000,686.0000000,668.7000000,686.0000000,1531770
TATN,D,20180706,000000,684.0000000,684.0000000,669.6500000,678.7500000,1118490
TATN,D,20180709,000000,677.5500000,690.0000000,677.5500000,689.9500000,881520
TATN,D,20180710,000000,693.8500000,701.8000000,686.1500000,699.9000000,2365230
TATN,D,20180711,000000,697.5000000,700.8500000,691.1500000,694.0000000,1439660
TATN,D,20180712,000000,691.0000000,697.7000000,688.1500000,697.0500000,1202620
TATN,D,20180713,000000,698.8000000,703.7000000,694.0000000,703.7000000,1009990
TATN,D,20180716,000000,700.6000000,702.8500000,694.1000000,699.7000000,995940
TATN,D,20180717,000000,695.9500000,696.9000000,686.5000000,690.0500000,853970
TATN,D,20180718,000000,690.9500000,702.0000000,690.1500000,701.4500000,1074800
TATN,D,20180719,000000,701.0000000,704.9500000,699.2000000,704.9500000,822070
TATN,D,20180720,000000,703.0000000,704.6500000,695.2500000,700.0000000,1155240
TATN,D,20180723,000000,699.5000000,702.4500000,692.8000000,693.2000000,663030
TATN,D,20180724,000000,692.6500000,694.1000000,687.3000000,691.7000000,539620
TATN,D,20180725,000000,689.0000000,705.8000000,688.1000000,705.0000000,813990
TATN,D,20180726,000000,706.3500000,715.0000000,701.2500000,710.7000000,893850
TATN,D,20180727,000000,710.0000000,713.5000000,702.6000000,707.8000000,508830
TATN,D,20180730,000000,706.1000000,718.0000000,703.1000000,718.0000000,1088460
TATN,D,20180731,000000,714.5500000,721.4000000,712.5000000,721.4000000,1707940
TATN,D,20180801,000000,719.8000000,731.0000000,717.4000000,728.9000000,1234180
TATN,D,20180802,000000,729.4000000,733.0000000,721.0000000,723.1000000,880550
TATN,D,20180803,000000,722.3000000,730.0000000,718.6000000,730.0000000,981620
TATN,D,20180806,000000,726.9000000,739.0000000,726.2000000,731.9000000,745620
TATN,D,20180807,000000,732.0000000,735.3000000,728.0000000,732.8000000,546300
TATN,D,20180808,000000,731.8000000,740.0000000,724.0000000,740.0000000,1119700
TATN,D,20180809,000000,738.9000000,747.5000000,732.5000000,747.5000000,1809710
TATN,D,20180810,000000,745.0000000,752.9000000,738.8000000,752.0000000,1460530
TATN,D,20180813,000000,751.2000000,763.3000000,749.3000000,758.5000000,1492000
TATN,D,20180814,000000,761.9000000,761.9000000,742.4000000,752.6000000,1469650
TATN,D,20180815,000000,750.7000000,753.5000000,738.6000000,753.5000000,1626270
TATN,D,20180816,000000,753.0000000,753.4000000,740.4000000,742.0000000,988020
TATN,D,20180817,000000,741.4000000,746.0000000,734.6000000,740.0000000,1093830
TATN,D,20180820,000000,743.5000000,751.0000000,742.3000000,751.0000000,739880
TATN,D,20180821,000000,753.3000000,759.9000000,746.3000000,757.8000000,732650
TATN,D,20180822,000000,759.7000000,764.8000000,751.4000000,764.8000000,1233850
TATN,D,20180823,000000,762.2000000,769.7000000,760.2000000,760.5000000,1275510
TATN,D,20180824,000000,762.7000000,775.0000000,755.7000000,774.9000000,1149010
TATN,D,20180827,000000,776.6000000,783.1000000,772.6000000,783.1000000,819280
TATN,D,20180828,000000,785.3000000,787.7000000,779.3000000,784.8000000,738810
TATN,D,20180829,000000,784.8000000,794.9000000,783.7000000,794.9000000,679000
TATN,D,20180830,000000,798.1000000,800.8000000,792.2000000,795.9000000,1395520
TATN,D,20180831,000000,793.5000000,796.4000000,777.5000000,783.1000000,1499470
TATN,D,20180903,000000,785.6000000,794.5000000,781.1000000,788.3000000,378450
TATN,D,20180904,000000,788.0000000,795.3000000,783.0000000,787.0000000,678500
TATN,D,20180905,000000,785.0000000,791.3000000,779.8000000,779.8000000,940870
TATN,D,20180906,000000,781.4000000,793.8000000,777.7000000,785.6000000,639700
TATN,D,20180907,000000,787.5000000,788.8000000,778.2000000,785.5000000,668480
TATN,D,20180910,000000,786.9000000,813.0000000,786.1000000,813.0000000,958410
TATN,D,20180911,000000,810.8000000,820.0000000,801.2000000,813.1000000,1760460
TATN,D,20180912,000000,814.6000000,818.9000000,794.0000000,798.8000000,1222080
TATN,D,20180913,000000,798.2000000,802.0000000,790.9000000,796.1000000,741450
TATN,D,20180914,000000,797.6000000,800.5000000,787.6000000,794.0000000,1053380
TATN,D,20180917,000000,796.0000000,796.3000000,782.0000000,784.9000000,923450
TATN,D,20180918,000000,783.7000000,787.0000000,776.0000000,786.8000000,912750
TATN,D,20180919,000000,787.5000000,789.4000000,778.8000000,783.9000000,1343020
TATN,D,20180920,000000,786.3000000,791.7000000,780.5000000,783.1000000,3298210
TATN,D,20180921,000000,786.4000000,798.2000000,783.6000000,795.5000000,4201990
TATN,D,20180924,000000,796.2000000,797.9000000,781.4000000,784.1000000,948630
TATN,D,20180925,000000,784.7000000,818.1000000,783.4000000,818.1000000,1960690
TATN,D,20180926,000000,817.0000000,820.5000000,810.0000000,813.3000000,1595710
TATN,D,20180927,000000,813.5000000,837.0000000,813.5000000,837.0000000,2264500
TATN,D,20180928,000000,834.2000000,835.9000000,818.6000000,835.4000000,1817850
TATN,D,20181001,000000,839.2000000,847.1000000,821.2000000,833.2000000,1101120
TATN,D,20181002,000000,836.7000000,836.7000000,807.8000000,813.8000000,1120210
TATN,D,20181003,000000,814.0000000,831.3000000,814.0000000,826.3000000,1123360
TATN,D,20181004,000000,826.3000000,830.0000000,816.0000000,819.6000000,970450
TATN,D,20181005,000000,818.7000000,831.5000000,810.1000000,810.1000000,1117210
TATN,D,20181008,000000,811.1000000,833.1000000,809.6000000,821.4000000,992490
TATN,D,20181009,000000,823.9000000,831.5000000,822.6000000,823.9000000,863160
TATN,D,20181010,000000,822.3000000,829.3000000,818.0000000,823.8000000,1176310
TATN,D,20181011,000000,797.0000000,803.5000000,772.3000000,778.3000000,1911010
TATN,D,20181012,000000,786.4000000,797.5000000,775.3000000,790.0000000,970570
TATN,D,20181015,000000,794.1000000,796.9000000,775.7000000,789.7000000,764500
TATN,D,20181016,000000,789.7000000,789.8000000,777.7000000,786.4000000,617330
TATN,D,20181017,000000,789.4000000,792.6000000,781.4000000,790.5000000,565850
TATN,D,20181018,000000,785.7000000,787.4000000,776.3000000,779.0000000,819270
TATN,D,20181019,000000,780.9000000,789.6000000,775.9000000,776.0000000,757580
TATN,D,20181022,000000,778.5000000,789.1000000,775.1000000,776.9000000,921090
TATN,D,20181023,000000,775.4000000,779.1000000,765.0000000,765.5000000,1173960
TATN,D,20181024,000000,770.0000000,784.2000000,765.7000000,776.6000000,1779650
TATN,D,20181025,000000,770.0000000,782.4000000,766.6000000,776.5000000,1355340
TATN,D,20181026,000000,775.2000000,776.2000000,750.1000000,762.1000000,900820
TATN,D,20181029,000000,760.0000000,764.7000000,755.7000000,762.9000000,405450
TATN,D,20181030,000000,759.1000000,759.7000000,741.8000000,754.9000000,762540
TATN,D,20181031,000000,757.7000000,784.4000000,757.2000000,784.4000000,1780880
TATN,D,20181101,000000,780.1000000,787.0000000,765.1000000,779.0000000,1124020
TATN,D,20181102,000000,784.4000000,793.4000000,775.0000000,792.7000000,1200680
TATN,D,20181106,000000,792.7000000,803.6000000,788.7000000,802.2000000,1133830
TATN,D,20181107,000000,799.9000000,814.1000000,791.3000000,814.1000000,1320280
TATN,D,20181108,000000,815.5000000,819.2000000,807.4000000,819.2000000,1080260
TATN,D,20181109,000000,815.0000000,815.3000000,798.4000000,813.4000000,939970
TATN,D,20181112,000000,812.0000000,824.0000000,810.2000000,812.3000000,620760
TATN,D,20181113,000000,810.0000000,813.8000000,792.1000000,793.0000000,1224610
TATN,D,20181114,000000,786.9000000,787.8000000,762.4000000,762.5000000,2120010
TATN,D,20181115,000000,765.2000000,768.9000000,752.3000000,752.3000000,898780
TATN,D,20181116,000000,759.6000000,766.3000000,751.5000000,760.8000000,1118530
TATN,D,20181119,000000,761.1000000,774.0000000,761.1000000,763.6000000,906710
TATN,D,20181120,000000,761.2000000,761.2000000,742.0000000,750.8000000,725290
TATN,D,20181121,000000,744.3000000,762.0000000,742.6000000,758.3000000,839200
TATN,D,20181122,000000,757.9000000,760.0000000,748.1000000,755.0000000,679490
TATN,D,20181123,000000,749.7000000,751.3000000,720.1000000,726.7000000,1513850
TATN,D,20181126,000000,729.6000000,729.6000000,692.6000000,705.7000000,1680710
TATN,D,20181127,000000,706.3000000,710.7000000,687.6000000,705.0000000,1160960
TATN,D,20181128,000000,707.0000000,735.8000000,705.4000000,725.6000000,1110200
TATN,D,20181129,000000,726.4000000,743.7000000,714.0000000,714.0000000,2205580
TATN,D,20181130,000000,716.6000000,720.0000000,710.1000000,712.7000000,2767030
TATN,D,20181203,000000,721.5000000,748.8000000,721.5000000,743.8000000,1923430
TATN,D,20181204,000000,746.0000000,771.3000000,738.3000000,771.3000000,1992840
TATN,D,20181205,000000,758.7000000,778.9000000,749.0000000,778.7000000,1767490
TATN,D,20181206,000000,767.9000000,778.4000000,753.5000000,765.0000000,1813660
TATN,D,20181207,000000,766.9000000,782.4000000,750.9000000,776.0000000,1610990
TATN,D,20181210,000000,769.3000000,771.7000000,759.9000000,759.9000000,917360
TATN,D,20181211,000000,760.0000000,772.8000000,747.8000000,760.0000000,1377680
TATN,D,20181212,000000,765.0000000,766.0000000,738.7000000,738.7000000,1205690
TATN,D,20181213,000000,739.9000000,746.1000000,730.0000000,736.0000000,1351850
TATN,D,20181214,000000,736.0000000,737.0000000,722.2000000,726.4000000,729760
TATN,D,20181217,000000,726.7000000,738.1000000,721.5000000,727.0000000,632730
TATN,D,20181218,000000,719.7000000,728.3000000,715.1000000,719.6000000,1431950
TATN,D,20181219,000000,716.0000000,720.0000000,700.7000000,714.3000000,1680290
TATN,D,20181220,000000,706.2000000,714.7000000,701.0000000,714.7000000,1419640
TATN,D,20181221,000000,710.0000000,713.9000000,693.4000000,710.0000000,2764040
TATN,D,20181224,000000,707.0000000,710.3000000,697.7000000,703.0000000,379540
TATN,D,20181225,000000,695.0000000,703.0000000,680.5000000,696.8000000,379120
TATN,D,20181226,000000,700.1000000,719.9000000,694.9000000,712.0000000,297030
TATN,D,20181227,000000,725.9000000,727.0000000,711.1000000,717.0000000,894200
TATN,D,20181228,000000,720.0000000,746.7000000,716.8000000,737.8000000,1242470
TATN,D,20181229,000000,734.9000000,741.8000000,649.4000000,737.9000000,172170
TATN,D,20190103,000000,737.9000000,737.9000000,715.7000000,731.8000000,1189570
TATN,D,20190104,000000,734.2000000,737.7000000,726.2000000,737.7000000,1026610
TATN,D,20190108,000000,715.8000000,724.0000000,708.1000000,723.2000000,1682220
TATN,D,20190109,000000,722.2000000,723.8000000,710.1000000,717.9000000,1250860
TATN,D,20190110,000000,718.2000000,733.0000000,712.1000000,732.6000000,1566140
TATN,D,20190111,000000,732.0000000,732.0000000,721.3000000,730.3000000,1411380
TATN,D,20190114,000000,728.2000000,728.6000000,719.3000000,725.0000000,1088030
TATN,D,20190115,000000,726.0000000,731.9000000,719.1000000,721.0000000,1526180
TATN,D,20190116,000000,720.0000000,728.5000000,718.6000000,722.0000000,1637560
TATN,D,20190117,000000,724.4000000,735.1000000,716.5000000,734.1000000,1991860
TATN,D,20190118,000000,733.8000000,742.9000000,729.1000000,741.0000000,1283910
TATN,D,20190121,000000,738.0000000,742.4000000,732.6000000,735.4000000,691020
TATN,D,20190122,000000,732.7000000,751.9000000,728.7000000,750.5000000,1713780
TATN,D,20190123,000000,748.1000000,784.3000000,746.3000000,784.0000000,2071460
TATN,D,20190124,000000,782.9000000,783.0000000,765.3000000,772.9000000,1467320
TATN,D,20190125,000000,775.9000000,798.9000000,770.0000000,798.9000000,1329960
TATN,D,20190128,000000,796.4000000,805.0000000,785.9000000,791.4000000,1623570
TATN,D,20190129,000000,791.0000000,799.8000000,781.0000000,798.8000000,1322280
TATN,D,20190130,000000,797.1000000,806.9000000,792.2000000,806.9000000,1255970
TATN,D,20190131,000000,811.0000000,814.9000000,801.9000000,806.9000000,2037460
TATN,D,20190201,000000,805.2000000,815.0000000,801.4000000,808.1000000,1336790
TATN,D,20190204,000000,807.1000000,808.8000000,802.1000000,803.2000000,895990
TATN,D,20190205,000000,805.2000000,814.0000000,803.1000000,810.0000000,647890
TATN,D,20190206,000000,807.9000000,811.0000000,798.5000000,804.0000000,945360
TATN,D,20190207,000000,802.0000000,809.4000000,795.0000000,804.7000000,1004840
TATN,D,20190208,000000,800.9000000,802.3000000,786.0000000,787.3000000,963560
TATN,D,20190211,000000,788.1000000,795.0000000,778.6000000,780.0000000,898600
TATN,D,20190212,000000,782.5000000,785.6000000,774.2000000,784.5000000,1113530
TATN,D,20190213,000000,784.2000000,785.1000000,761.6000000,761.6000000,1212040
TATN,D,20190214,000000,756.8000000,779.0000000,755.7000000,763.9000000,1408620
TATN,D,20190215,000000,768.3000000,790.3000000,762.8000000,790.3000000,1192080
TATN,D,20190218,000000,786.2000000,788.3000000,771.2000000,778.5000000,889470
TATN,D,20190219,000000,778.0000000,781.9000000,770.0000000,772.8000000,621810
TATN,D,20190220,000000,775.9000000,794.3000000,772.7000000,793.6000000,1394350
TATN,D,20190221,000000,793.6000000,799.6000000,791.3000000,796.0000000,1275530
TATN,D,20190222,000000,794.3000000,800.5000000,793.2000000,799.9000000,857710
TATN,D,20190225,000000,799.9000000,800.0000000,783.0000000,787.1000000,948340
TATN,D,20190226,000000,783.0000000,789.9000000,779.1000000,789.9000000,1096650
TATN,D,20190227,000000,793.8000000,797.7000000,785.2000000,794.9000000,1581990
TATN,D,20190228,000000,791.6000000,796.5000000,775.5000000,776.1000000,2348910
TATN,D,20190301,000000,779.6000000,783.1000000,774.1000000,775.2000000,1177790
TATN,D,20190304,000000,778.1000000,779.6000000,770.1000000,770.1000000,448960
TATN,D,20190305,000000,768.0000000,770.0000000,760.0000000,760.0000000,620600
TATN,D,20190306,000000,761.8000000,770.0000000,761.8000000,766.0000000,678410
TATN,D,20190307,000000,766.2000000,767.1000000,753.9000000,755.2000000,917880
TATN,D,20190311,000000,755.7000000,756.0000000,742.6000000,747.0000000,852160
TATN,D,20190312,000000,749.0000000,751.3000000,727.9000000,732.5000000,1116870
TATN,D,20190313,000000,734.3000000,734.3000000,716.6000000,729.0000000,1148560
TATN,D,20190314,000000,730.0000000,737.8000000,724.1000000,731.8000000,1046370
TATN,D,20190315,000000,731.7000000,744.4000000,729.4000000,743.8000000,2610930
TATN,D,20190318,000000,742.8000000,757.8000000,737.0000000,753.1000000,1006930
TATN,D,20190319,000000,755.0000000,768.1000000,751.5000000,767.0000000,1282350
TATN,D,20190320,000000,767.1000000,780.0000000,760.8000000,772.6000000,1263400
TATN,D,20190321,000000,773.6000000,783.0000000,757.6000000,768.0000000,2566330
TATN,D,20190322,000000,765.9000000,772.8000000,753.0000000,757.2000000,1236470
TATN,D,20190325,000000,752.0000000,758.5000000,745.8000000,747.2000000,701740
TATN,D,20190326,000000,750.3000000,760.4000000,746.8000000,755.5000000,771580
TATN,D,20190327,000000,757.8000000,765.0000000,744.2000000,746.9000000,785770
TATN,D,20190328,000000,745.0000000,759.4000000,744.8000000,755.6000000,724890
TATN,D,20190329,000000,757.6000000,764.8000000,748.9000000,755.0000000,1819040
TATN,D,20190401,000000,755.6000000,763.3000000,750.7000000,750.7000000,760470
TATN,D,20190402,000000,750.9000000,755.0000000,738.0000000,742.9000000,1044100
TATN,D,20190403,000000,746.0000000,754.2000000,743.1000000,743.1000000,1159650
TATN,D,20190404,000000,745.0000000,745.9000000,730.4000000,733.1000000,922510
TATN,D,20190405,000000,734.5000000,738.0000000,726.4000000,731.2000000,627550
TATN,D,20190408,000000,732.0000000,755.8000000,731.3000000,754.2000000,1282400
TATN,D,20190409,000000,755.7000000,763.2000000,750.2000000,760.9000000,1156230
TATN,D,20190410,000000,760.9000000,767.0000000,755.0000000,758.8000000,1947860
TATN,D,20190411,000000,762.4000000,762.7000000,746.4000000,751.0000000,1053260
TATN,D,20190412,000000,751.0000000,753.8000000,743.0000000,750.5000000,810650
TATN,D,20190415,000000,750.6000000,751.6000000,738.8000000,741.9000000,633540
TATN,D,20190416,000000,742.5000000,752.0000000,738.9000000,746.9000000,919610
TATN,D,20190417,000000,750.9000000,754.9000000,745.1000000,751.6000000,1023430
TATN,D,20190418,000000,749.2000000,750.0000000,741.0000000,749.2000000,638750
TATN,D,20190419,000000,748.5000000,750.0000000,748.0000000,748.9000000,97720
TATN,D,20190422,000000,750.1000000,756.5000000,750.1000000,752.0000000,150790
TATN,D,20190423,000000,754.2000000,756.6000000,743.0000000,750.2000000,565110
TATN,D,20190424,000000,748.1000000,753.5000000,740.3000000,743.5000000,1327780
TATN,D,20190425,000000,742.4000000,744.6000000,734.1000000,738.2000000,1113420
TATN,D,20190426,000000,738.9000000,777.3000000,733.2000000,767.3000000,3067830
TATN,D,20190429,000000,765.5000000,767.3000000,749.5000000,754.9000000,1075880
TATN,D,20190430,000000,753.8000000,764.4000000,751.1000000,757.5000000,1456370
TATN,D,20190502,000000,757.5000000,769.7000000,753.3000000,754.1000000,907190
TATN,D,20190503,000000,755.6000000,769.0000000,755.6000000,765.5000000,932500
TATN,D,20190506,000000,761.0000000,769.0000000,755.2000000,765.3000000,485190
TATN,D,20190507,000000,765.6000000,768.8000000,742.0000000,750.5000000,1750150
TATN,D,20190508,000000,747.1000000,748.5000000,723.2000000,723.2000000,2018580
TATN,D,20190510,000000,724.8000000,727.7000000,704.1000000,705.1000000,2050760
TATN,D,20190513,000000,707.8000000,716.2000000,689.6000000,690.9000000,2105390
TATN,D,20190514,000000,693.5000000,739.4000000,693.5000000,706.4000000,4416680
TATN,D,20190515,000000,706.9000000,714.0000000,691.4000000,693.3000000,2029540
TATN,D,20190516,000000,693.3000000,708.1000000,675.3000000,675.9000000,2594900
TATN,D,20190517,000000,669.0000000,697.1000000,666.0000000,679.4000000,3396660
TATN,D,20190520,000000,684.7000000,686.7000000,673.5000000,681.1000000,2055930
TATN,D,20190521,000000,684.0000000,707.9000000,680.3000000,706.7000000,2015160
TATN,D,20190522,000000,705.6000000,721.8000000,699.1000000,720.0000000,2291440
TATN,D,20190523,000000,723.3000000,723.3000000,704.4000000,708.0000000,1454920
TATN,D,20190524,000000,711.1000000,718.4000000,696.8000000,696.8000000,1559140
TATN,D,20190527,000000,698.4000000,704.2000000,695.0000000,695.3000000,586730
TATN,D,20190528,000000,696.2000000,714.4000000,685.0000000,702.8000000,6983900
TATN,D,20190529,000000,700.1000000,725.9000000,697.5000000,725.9000000,2590220
TATN,D,20190530,000000,725.8000000,759.5000000,725.1000000,754.1000000,2896310
TATN,D,20190531,000000,744.0000000,759.0000000,735.0000000,748.5000000,2393440
TATN,D,20190603,000000,746.8000000,760.8000000,740.5000000,759.9000000,1898120
TATN,D,20190604,000000,759.9000000,771.5000000,752.1000000,766.9000000,2214710
TATN,D,20190605,000000,769.7000000,769.7000000,744.6000000,755.7000000,1184300
TATN,D,20190606,000000,755.7000000,763.3000000,752.0000000,758.6000000,1424140
TATN,D,20190607,000000,768.8000000,775.0000000,753.6000000,753.6000000,1409860
TATN,D,20190610,000000,757.0000000,761.8000000,752.4000000,759.4000000,972660
TATN,D,20190611,000000,761.0000000,778.1000000,757.0000000,777.4000000,2893080
TATN,D,20190613,000000,774.6000000,779.8000000,763.2000000,770.0000000,2007730
TATN,D,20190614,000000,767.4000000,773.7000000,761.0000000,765.0000000,1327450
TATN,D,20190617,000000,766.1000000,769.1000000,758.8000000,759.7000000,1108120
TATN,D,20190618,000000,759.9000000,779.7000000,757.3000000,775.0000000,1474800
TATN,D,20190619,000000,776.9000000,781.3000000,768.3000000,771.9000000,1109610
TATN,D,20190620,000000,774.0000000,789.9000000,773.0000000,789.4000000,2759590
TATN,D,20190621,000000,791.0000000,791.0000000,769.2000000,776.8000000,3198410
TATN,D,20190624,000000,777.4000000,778.7000000,767.2000000,769.8000000,1359840
TATN,D,20190625,000000,769.0000000,772.9000000,753.4000000,763.5000000,1430080
TATN,D,20190626,000000,765.4000000,773.9000000,757.7000000,770.0000000,1931430
TATN,D,20190627,000000,771.6000000,777.9000000,767.3000000,773.3000000,1422470
TATN,D,20190628,000000,776.8000000,781.2000000,770.6000000,774.9000000,1328820
TATN,D,20190701,000000,780.0000000,784.3000000,768.0000000,768.0000000,1575190
TATN,D,20190702,000000,768.9000000,772.6000000,765.3000000,769.4000000,2443610
TATN,D,20190703,000000,771.9000000,784.0000000,766.0000000,780.0000000,3172260
TATN,D,20190704,000000,752.7000000,760.5000000,750.2000000,760.5000000,1849780
TATN,D,20190705,000000,761.4000000,766.1000000,757.2000000,762.7000000,1378220
TATN,D,20190708,000000,761.8000000,762.7000000,755.1000000,760.9000000,954100
TATN,D,20190709,000000,758.5000000,765.0000000,748.7000000,753.6000000,1128520
TATN,D,20190710,000000,754.0000000,755.2000000,745.2000000,748.0000000,874500
TATN,D,20190711,000000,750.0000000,750.2000000,733.3000000,741.3000000,1125760
TATN,D,20190712,000000,740.1000000,741.2000000,725.2000000,726.9000000,996740
TATN,D,20190715,000000,728.1000000,731.9000000,717.5000000,717.5000000,790160
TATN,D,20190716,000000,717.0000000,731.6000000,716.1000000,730.0000000,1800250
