<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
TATN,D,20190717,000000,728.0000000,749.3000000,727.9000000,741.0000000,2851140
TATN,D,20190718,000000,739.8000000,742.6000000,730.5000000,738.0000000,1720400
TATN,D,20190719,000000,736.6000000,752.0000000,736.4000000,744.0000000,1680220
TATN,D,20190722,000000,744.4000000,747.9000000,733.6000000,733.6000000,1005160
TATN,D,20190723,000000,735.2000000,747.9000000,733.8000000,747.9000000,1799450
TATN,D,20190724,000000,749.1000000,751.1000000,737.2000000,741.3000000,1628640
TATN,D,20190725,000000,743.0000000,746.6000000,734.0000000,740.5000000,2183870
TATN,D,20190726,000000,738.9000000,741.4000000,732.9000000,734.6000000,1532110
TATN,D,20190729,000000,735.5000000,743.4000000,735.0000000,738.1000000,1235420
TATN,D,20190730,000000,737.7000000,742.0000000,728.0000000,737.5000000,1389980
TATN,D,20190731,000000,736.8000000,743.2000000,730.3000000,743.2000000,2553980
TATN,D,20190801,000000,738.6000000,758.8000000,738.2000000,755.0000000,2536230
TATN,D,20190802,000000,750.0000000,755.8000000,731.2000000,732.2000000,2248200
TATN,D,20190805,000000,730.9000000,732.5000000,716.4000000,716.4000000,1697180
TATN,D,20190806,000000,723.5000000,746.7000000,720.6000000,740.0000000,3475260
TATN,D,20190807,000000,738.0000000,741.7000000,727.7000000,727.8000000,1515460
TATN,D,20190808,000000,734.4000000,740.9000000,733.4000000,738.7000000,1290880
TATN,D,20190809,000000,737.4000000,741.0000000,735.9000000,737.3000000,1009960
TATN,D,20190812,000000,740.1000000,744.3000000,734.7000000,738.6000000,693090
TATN,D,20190813,000000,736.0000000,739.7000000,721.1000000,729.0000000,2224870
TATN,D,20190814,000000,729.3000000,732.3000000,706.0000000,709.4000000,1511140
TATN,D,20190815,000000,711.8000000,717.8000000,702.5000000,702.5000000,1732300
TATN,D,20190816,000000,705.7000000,713.8000000,702.2000000,705.0000000,1638020
TATN,D,20190819,000000,709.6000000,717.5000000,706.1000000,712.8000000,1191590
TATN,D,20190820,000000,716.2000000,724.0000000,714.5000000,721.1000000,1009560
TATN,D,20190821,000000,722.9000000,726.0000000,717.1000000,718.6000000,1403650
TATN,D,20190822,000000,718.2000000,722.3000000,715.6000000,717.6000000,1518320
TATN,D,20190823,000000,718.0000000,721.5000000,715.1000000,718.1000000,1459770
TATN,D,20190826,000000,715.0000000,725.3000000,711.0000000,716.9000000,1140750
TATN,D,20190827,000000,719.1000000,720.0000000,704.1000000,720.0000000,6686310
TATN,D,20190828,000000,721.0000000,724.2000000,716.0000000,717.9000000,2560450
TATN,D,20190829,000000,717.9000000,724.6000000,716.9000000,723.6000000,1284920
TATN,D,20190830,000000,723.9000000,743.1000000,723.1000000,743.1000000,2718610
TATN,D,20190902,000000,744.0000000,751.8000000,742.1000000,747.7000000,1067481
TATN,D,20190903,000000,746.3000000,749.8000000,737.1000000,746.0000000,1143450
TATN,D,20190904,000000,749.8000000,754.0000000,740.0000000,740.0000000,2232754
TATN,D,20190905,000000,743.6000000,749.1000000,739.8000000,743.7000000,1621717
TATN,D,20190906,000000,743.7000000,753.0000000,736.5000000,753.0000000,1680728
TATN,D,20190909,000000,754.1000000,757.8000000,748.7000000,752.8000000,1002156
TATN,D,20190910,000000,752.8000000,752.8000000,743.0000000,746.7000000,2096817
TATN,D,20190911,000000,747.0000000,752.5000000,745.4000000,749.0000000,1467463
TATN,D,20190912,000000,747.9000000,748.0000000,736.0000000,738.6000000,2009749
TATN,D,20190913,000000,736.0000000,739.9000000,727.5000000,733.3000000,1252246
TATN,D,20190916,000000,743.1000000,761.5000000,738.4000000,759.9000000,5221015
TATN,D,20190917,000000,752.9000000,768.2000000,747.4000000,756.1000000,4081305
TATN,D,20190918,000000,756.0000000,758.9000000,751.0000000,753.0000000,1882184
TATN,D,20190919,000000,752.1000000,754.9000000,741.9000000,741.9000000,2417939
TATN,D,20190920,000000,741.7000000,748.7000000,739.0000000,748.7000000,3008703
TATN,D,20190923,000000,746.1000000,749.5000000,737.3000000,743.4000000,2166056
TATN,D,20190924,000000,742.7000000,744.9000000,730.0000000,734.3000000,2250514
TATN,D,20190925,000000,729.1000000,740.0000000,726.1000000,740.0000000,3315619
TATN,D,20190926,000000,704.3000000,709.7000000,699.2000000,704.9000000,1962172
TATN,D,20190927,000000,705.0000000,708.3000000,697.5000000,697.5000000,1577661
TATN,D,20190930,000000,698.8000000,701.7000000,687.4000000,687.4000000,2041676
TATN,D,20191001,000000,689.0000000,700.9000000,688.0000000,694.9000000,1385822
TATN,D,20191002,000000,695.0000000,695.7000000,686.0000000,688.8000000,1232244
TATN,D,20191003,000000,688.1000000,688.2000000,671.2000000,676.3000000,1799128
TATN,D,20191004,000000,682.3000000,694.5000000,678.4000000,681.5000000,1883788
TATN,D,20191007,000000,684.5000000,694.2000000,680.1000000,691.5000000,985257
TATN,D,20191008,000000,691.9000000,694.5000000,685.5000000,688.5000000,916247
TATN,D,20191009,000000,688.7000000,697.2000000,687.1000000,690.5000000,1052000
TATN,D,20191010,000000,691.5000000,701.6000000,687.6000000,698.4000000,923205
TATN,D,20191011,000000,701.0000000,709.9000000,700.3000000,709.7000000,1176461
TATN,D,20191014,000000,708.8000000,711.8000000,695.3000000,700.0000000,921234
TATN,D,20191015,000000,700.0000000,703.0000000,694.2000000,700.8000000,1280263
TATN,D,20191016,000000,700.6000000,710.9000000,699.6000000,708.9000000,1702015
TATN,D,20191017,000000,708.0000000,708.0000000,702.2000000,707.3000000,1154731
TATN,D,20191018,000000,705.3000000,710.0000000,704.1000000,706.8000000,1102926
TATN,D,20191021,000000,707.9000000,721.9000000,704.8000000,721.9000000,1530095
TATN,D,20191022,000000,720.0000000,738.0000000,718.0000000,738.0000000,2371996
TATN,D,20191023,000000,737.0000000,749.9000000,731.8000000,749.9000000,2301655
TATN,D,20191024,000000,748.7000000,759.9000000,745.7000000,759.9000000,2808980
TATN,D,20191025,000000,757.1000000,760.0000000,740.1000000,749.6000000,2008166
TATN,D,20191028,000000,752.2000000,755.9000000,740.7000000,749.9000000,1261327
TATN,D,20191029,000000,749.0000000,752.0000000,744.6000000,752.0000000,1760583
TATN,D,20191030,000000,748.9000000,759.8000000,743.2000000,759.8000000,1910918
TATN,D,20191031,000000,759.5000000,764.0000000,746.3000000,748.2000000,2338612
TATN,D,20191101,000000,747.2000000,755.4000000,741.1000000,755.4000000,1179205
TATN,D,20191105,000000,758.0000000,773.0000000,756.0000000,773.0000000,1967932
TATN,D,20191106,000000,771.6000000,787.0000000,765.6000000,787.0000000,1874119
TATN,D,20191107,000000,782.4000000,799.7000000,777.0000000,797.9000000,2077132
TATN,D,20191108,000000,797.2000000,799.4000000,778.3000000,782.2000000,1962655
TATN,D,20191111,000000,781.1000000,783.2000000,771.4000000,778.8000000,1430210
TATN,D,20191112,000000,779.4000000,786.0000000,773.0000000,777.4000000,1685879
TATN,D,20191113,000000,769.9000000,774.4000000,767.8000000,772.7000000,953543
TATN,D,20191114,000000,777.0000000,777.5000000,762.2000000,773.9000000,1973593
TATN,D,20191115,000000,773.0000000,778.6000000,758.7000000,764.0000000,1740196
TATN,D,20191118,000000,766.9000000,768.9000000,752.1000000,753.8000000,1500927
TATN,D,20191119,000000,756.0000000,760.7000000,751.7000000,760.0000000,1148917
TATN,D,20191120,000000,758.0000000,763.0000000,747.0000000,760.0000000,1497166
TATN,D,20191121,000000,758.8000000,761.0000000,748.2000000,759.0000000,1709643
TATN,D,20191122,000000,757.9000000,764.0000000,755.7000000,761.2000000,1562407
TATN,D,20191125,000000,763.8000000,763.8000000,754.2000000,760.0000000,1038918
TATN,D,20191126,000000,758.0000000,760.8000000,742.4000000,747.1000000,5553617
TATN,D,20191127,000000,748.0000000,753.9000000,743.5000000,749.0000000,1526793
TATN,D,20191128,000000,747.8000000,751.9000000,745.1000000,747.8000000,393751
TATN,D,20191129,000000,748.0000000,748.2000000,738.5000000,740.4000000,1427749
TATN,D,20191202,000000,744.0000000,749.9000000,741.8000000,747.9000000,1893121
TATN,D,20191203,000000,747.9000000,749.7000000,734.2000000,734.2000000,1757363
TATN,D,20191204,000000,736.6000000,743.5000000,733.9000000,740.9000000,1065984
TATN,D,20191205,000000,743.0000000,746.8000000,733.6000000,745.0000000,1169808
TATN,D,20191206,000000,746.9000000,752.3000000,736.7000000,752.3000000,1646518
TATN,D,20191209,000000,751.8000000,761.7000000,748.5000000,759.2000000,1901988
TATN,D,20191210,000000,756.8000000,758.3000000,748.6000000,751.0000000,1483475
TATN,D,20191211,000000,749.9000000,768.0000000,749.7000000,762.4000000,2131315
TATN,D,20191212,000000,764.7000000,786.3000000,764.2000000,780.6000000,2743779
TATN,D,20191213,000000,782.9000000,794.0000000,779.5000000,793.2000000,2259601
TATN,D,20191216,000000,793.0000000,795.0000000,783.2000000,788.8000000,2054700
TATN,D,20191217,000000,789.8000000,798.2000000,787.5000000,791.2000000,2614053
TATN,D,20191218,000000,791.9000000,793.7000000,782.0000000,791.5000000,2721674
TATN,D,20191219,000000,792.1000000,797.0000000,785.7000000,788.0000000,1974560
TATN,D,20191220,000000,790.0000000,791.9000000,780.3000000,780.8000000,2095559
TATN,D,20191223,000000,781.6000000,790.5000000,779.3000000,788.9000000,1280862
TATN,D,20191224,000000,789.7000000,791.1000000,781.5000000,781.5000000,640480
TATN,D,20191225,000000,782.4000000,787.0000000,779.3000000,784.5000000,448613
TATN,D,20191226,000000,787.2000000,794.0000000,784.6000000,789.0000000,1071933
TATN,D,20191227,000000,768.2000000,778.1000000,763.0000000,770.0000000,3171163
TATN,D,20191230,000000,768.7000000,772.8000000,759.1000000,759.7000000,1620313
TATN,D,20200103,000000,767.0000000,777.4000000,765.6000000,776.7000000,2892452
TATN,D,20200106,000000,780.3000000,782.1000000,774.2000000,776.0000000,4190556
TATN,D,20200108,000000,777.6000000,797.0000000,775.3000000,788.0000000,2692274
TATN,D,20200109,000000,786.1000000,810.2000000,782.2000000,806.7000000,2634882
TATN,D,20200110,000000,807.5000000,808.8000000,800.1000000,801.0000000,1517004
TATN,D,20200113,000000,799.0000000,807.0000000,796.0000000,806.0000000,1954614
TATN,D,20200114,000000,807.0000000,815.9000000,802.5000000,811.6000000,2320206
TATN,D,20200115,000000,809.6000000,815.5000000,802.0000000,807.0000000,2201486
TATN,D,20200116,000000,809.8000000,815.4000000,805.0000000,808.9000000,1564126
TATN,D,20200117,000000,808.9000000,814.0000000,807.0000000,809.6000000,1795151
TATN,D,20200120,000000,812.0000000,837.4000000,810.4000000,830.0000000,2369268
TATN,D,20200121,000000,826.0000000,829.0000000,819.3000000,825.0000000,1968311
TATN,D,20200122,000000,827.2000000,828.8000000,813.3000000,818.0000000,1760099
TATN,D,20200123,000000,815.0000000,817.0000000,796.2000000,800.0000000,2480483
TATN,D,20200124,000000,802.8000000,809.3000000,794.0000000,795.7000000,1370270
TATN,D,20200127,000000,787.3000000,791.8000000,776.6000000,779.8000000,1713179
TATN,D,20200128,000000,780.8000000,788.2000000,773.3000000,779.0000000,1755492
TATN,D,20200129,000000,784.0000000,791.9000000,777.6000000,780.0000000,1862039
TATN,D,20200130,000000,777.1000000,784.0000000,770.1000000,777.0000000,1562510
TATN,D,20200131,000000,781.5000000,788.0000000,761.0000000,761.0000000,2503425
TATN,D,20200203,000000,757.0000000,762.1000000,749.0000000,751.6000000,3128202
TATN,D,20200204,000000,753.0000000,768.6000000,747.0000000,764.3000000,3752348
TATN,D,20200205,000000,766.3000000,775.2000000,754.0000000,765.3000000,3833552
TATN,D,20200206,000000,771.6000000,775.3000000,760.7000000,762.9000000,2828985
TATN,D,20200207,000000,763.8000000,766.9000000,748.2000000,752.0000000,2555111
TATN,D,20200210,000000,752.1000000,753.0000000,738.2000000,741.0000000,2234346
TATN,D,20200211,000000,745.8000000,757.2000000,745.7000000,753.7000000,2120328
TATN,D,20200212,000000,754.7000000,770.0000000,753.0000000,768.2000000,4307727
TATN,D,20200213,000000,765.9000000,766.7000000,758.3000000,763.0000000,2106726
TATN,D,20200214,000000,764.0000000,767.9000000,759.2000000,763.1000000,1494851
TATN,D,20200217,000000,764.0000000,768.8000000,762.9000000,766.1000000,1071063
TATN,D,20200218,000000,764.5000000,764.8000000,750.8000000,750.8000000,1601368
TATN,D,20200219,000000,755.8000000,767.8000000,755.7000000,765.4000000,1781203
TATN,D,20200220,000000,768.0000000,771.8000000,764.1000000,764.1000000,1673986
TATN,D,20200221,000000,761.7000000,763.0000000,755.0000000,755.0000000,1202126
TATN,D,20200225,000000,744.2000000,747.7000000,721.0000000,721.4000000,3792136
TATN,D,20200226,000000,718.9000000,733.0000000,714.5000000,724.3000000,4530000
TATN,D,20200227,000000,718.0000000,723.3000000,691.6000000,691.6000000,3504680
TATN,D,20200228,000000,679.5000000,684.4000000,625.1000000,671.6000000,7836680
TATN,D,20200302,000000,695.8000000,696.5000000,664.1000000,667.9000000,5113326
TATN,D,20200303,000000,681.2000000,694.4000000,677.1000000,682.7000000,4174883
TATN,D,20200304,000000,672.5000000,696.3000000,668.0000000,695.3000000,3800457
TATN,D,20200305,000000,702.0000000,705.2000000,684.6000000,696.2000000,2947756
TATN,D,20200306,000000,683.7000000,689.0000000,653.1000000,658.5000000,4710951
TATN,D,20200310,000000,592.7000000,612.9000000,527.6000000,530.0000000,10679932
TATN,D,20200311,000000,539.5000000,558.1000000,521.3000000,527.7000000,5343942
TATN,D,20200312,000000,508.0000000,508.0000000,460.5000000,469.8000000,7979329
TATN,D,20200313,000000,469.9000000,500.6000000,458.7000000,458.7000000,9092530
TATN,D,20200316,000000,447.0000000,458.0000000,426.0000000,442.3000000,7584880
TATN,D,20200317,000000,442.9000000,451.7000000,402.1000000,422.1000000,7560727
TATN,D,20200318,000000,408.1000000,418.0000000,382.7000000,385.0000000,8825786
TATN,D,20200319,000000,389.3000000,457.4000000,372.0000000,455.9000000,10628981
TATN,D,20200320,000000,470.2000000,542.5000000,470.2000000,515.6000000,13514396
TATN,D,20200323,000000,475.1000000,527.9000000,470.0000000,503.8000000,8180350
TATN,D,20200324,000000,550.1000000,581.8000000,531.5000000,561.2000000,8577553
TATN,D,20200325,000000,576.0000000,589.5000000,534.8000000,562.2000000,9335936
TATN,D,20200326,000000,557.8000000,572.4000000,544.3000000,560.0000000,4780144
TATN,D,20200327,000000,563.1000000,567.0000000,514.4000000,530.0000000,5767580
TATN,D,20200330,000000,519.0000000,528.8000000,500.0000000,521.8000000,4058999
TATN,D,20200331,000000,533.7000000,558.3000000,531.7000000,552.6000000,5236762
TATN,D,20200401,000000,538.0000000,545.3000000,532.0000000,544.0000000,4136058
TATN,D,20200402,000000,574.5000000,587.7000000,550.0000000,585.0000000,8866403
TATN,D,20200403,000000,585.3000000,629.5000000,578.1000000,600.6000000,7264037
TATN,D,20200406,000000,607.9000000,613.8000000,594.6000000,608.9000000,3520132
TATN,D,20200407,000000,621.0000000,624.8000000,575.2000000,583.6000000,7556395
TATN,D,20200408,000000,583.8000000,598.0000000,574.8000000,598.0000000,4696236
TATN,D,20200409,000000,602.4000000,610.0000000,586.0000000,606.2000000,7155806
TATN,D,20200410,000000,601.6000000,601.8000000,590.0000000,601.4000000,1461746
TATN,D,20200413,000000,597.5000000,601.0000000,581.7000000,587.0000000,2570632
TATN,D,20200414,000000,591.0000000,597.7000000,547.1000000,554.6000000,6637204
TATN,D,20200415,000000,548.0000000,548.1000000,503.3000000,510.6000000,9614924
TATN,D,20200416,000000,512.6000000,526.9000000,491.6000000,510.4000000,11294022
TATN,D,20200417,000000,522.4000000,527.5000000,513.4000000,516.4000000,6080833
TATN,D,20200420,000000,509.9000000,523.5000000,480.6000000,488.4000000,10780923
TATN,D,20200421,000000,473.2000000,486.0000000,455.5000000,476.7000000,11802059
TATN,D,20200422,000000,466.7000000,521.0000000,465.0000000,514.4000000,12574555
TATN,D,20200423,000000,524.7000000,539.4000000,510.8000000,532.2000000,8585684
TATN,D,20200424,000000,528.2000000,530.9000000,514.0000000,521.9000000,5331498
TATN,D,20200427,000000,520.5000000,527.9000000,514.0000000,516.7000000,3712606
TATN,D,20200428,000000,513.2000000,538.0000000,511.5000000,529.8000000,5685625
TATN,D,20200429,000000,537.3000000,559.0000000,532.4000000,558.6000000,6357056
TATN,D,20200430,000000,566.4000000,576.9000000,546.7000000,550.0000000,9792126
TATN,D,20200504,000000,540.6000000,551.4000000,529.0000000,544.9000000,4618688
TATN,D,20200505,000000,556.7000000,563.4000000,547.6000000,551.6000000,3719368
TATN,D,20200506,000000,554.0000000,559.9000000,538.2000000,541.5000000,5135240
TATN,D,20200507,000000,543.9000000,549.0000000,539.2000000,544.0000000,3961658
TATN,D,20200508,000000,546.0000000,549.5000000,538.3000000,546.5000000,2086255
TATN,D,20200512,000000,546.0000000,547.3000000,539.3000000,541.9000000,3602932
TATN,D,20200513,000000,540.0000000,540.6000000,516.0000000,517.8000000,4864849
TATN,D,20200514,000000,516.7000000,524.5000000,508.2000000,522.6000000,5085718
TATN,D,20200515,000000,529.0000000,535.6000000,514.2000000,514.2000000,4668723
TATN,D,20200518,000000,523.5000000,552.5000000,523.3000000,549.0000000,6510337
TATN,D,20200519,000000,552.5000000,558.3000000,544.6000000,549.6000000,4696629
TATN,D,20200520,000000,544.6000000,568.5000000,538.3000000,566.5000000,5868358
TATN,D,20200521,000000,565.2000000,575.0000000,537.9000000,540.0000000,6828653
TATN,D,20200522,000000,531.5000000,548.1000000,529.2000000,544.0000000,3746626
TATN,D,20200525,000000,549.2000000,565.0000000,547.9000000,557.0000000,1866678
TATN,D,20200526,000000,567.2000000,575.4000000,559.3000000,559.9000000,4521122
TATN,D,20200527,000000,557.7000000,572.2000000,546.2000000,559.8000000,4979200
TATN,D,20200528,000000,568.2000000,569.7000000,555.3000000,565.0000000,4223398
TATN,D,20200529,000000,562.5000000,562.8000000,532.0000000,532.0000000,21337968
TATN,D,20200601,000000,544.2000000,552.7000000,541.3000000,542.5000000,7217916
TATN,D,20200602,000000,548.0000000,560.2000000,546.4000000,560.1000000,5755033
TATN,D,20200603,000000,565.0000000,571.0000000,501.2000000,569.0000000,9122340
TATN,D,20200604,000000,567.5000000,567.5000000,555.4000000,559.2000000,5541459
TATN,D,20200605,000000,565.0000000,574.0000000,561.1000000,569.9000000,4706802
TATN,D,20200608,000000,575.0000000,597.4000000,570.5000000,578.4000000,7818255
TATN,D,20200609,000000,581.5000000,589.7000000,575.0000000,586.5000000,5803236
TATN,D,20200610,000000,590.6000000,599.4000000,581.2000000,595.9000000,7602075
TATN,D,20200611,000000,586.4000000,587.2000000,571.0000000,577.0000000,5306145
TATN,D,20200615,000000,564.7000000,582.8000000,551.4000000,581.6000000,4773777
TATN,D,20200616,000000,590.0000000,596.1000000,576.5000000,581.0000000,5668729
TATN,D,20200617,000000,582.4000000,590.2000000,565.4000000,565.4000000,6246487
TATN,D,20200618,000000,566.3000000,579.2000000,560.5000000,576.0000000,4887022
TATN,D,20200619,000000,580.9000000,593.7000000,578.0000000,586.5000000,7835453
TATN,D,20200622,000000,583.9000000,592.5000000,574.8000000,589.1000000,3475201
TATN,D,20200623,000000,591.2000000,594.5000000,586.1000000,588.6000000,3298412
TATN,D,20200625,000000,577.8000000,584.8000000,570.0000000,584.7000000,3763409
TATN,D,20200626,000000,583.6000000,586.0000000,566.1000000,572.6000000,3578776
TATN,D,20200629,000000,570.0000000,572.1000000,561.3000000,568.4000000,3022494
TATN,D,20200630,000000,568.0000000,568.8000000,552.0000000,556.3000000,4303689
TATN,D,20200702,000000,562.4000000,569.4000000,558.8000000,567.5000000,3174555
TATN,D,20200703,000000,566.9000000,568.9000000,563.1000000,568.0000000,1603182
TATN,D,20200706,000000,575.9000000,579.8000000,567.0000000,570.6000000,3240962
TATN,D,20200707,000000,566.9000000,572.3000000,560.0000000,565.5000000,2619199
TATN,D,20200708,000000,566.5000000,567.1000000,556.5000000,560.6000000,2264766
TATN,D,20200709,000000,560.3000000,562.1000000,549.2000000,552.5000000,3011090
TATN,D,20200710,000000,548.6000000,563.0000000,543.4000000,562.7000000,3494459
TATN,D,20200713,000000,563.7000000,566.6000000,544.5000000,546.5000000,2120364
TATN,D,20200714,000000,545.6000000,548.1000000,534.2000000,547.9000000,2906096
TATN,D,20200715,000000,550.0000000,555.7000000,546.4000000,553.3000000,2787463
TATN,D,20200716,000000,550.3000000,556.2000000,548.2000000,553.6000000,1610114
TATN,D,20200717,000000,551.0000000,555.0000000,545.0000000,550.9000000,2077481
TATN,D,20200720,000000,549.8000000,556.4000000,546.4000000,554.9000000,2273294
TATN,D,20200721,000000,556.6000000,566.7000000,556.6000000,560.4000000,3025171
TATN,D,20200722,000000,561.7000000,564.3000000,556.6000000,560.9000000,1923868
TATN,D,20200723,000000,564.3000000,568.4000000,558.2000000,559.0000000,2152293
TATN,D,20200724,000000,558.4000000,565.3000000,557.0000000,564.7000000,1531455
TATN,D,20200727,000000,566.1000000,567.1000000,556.6000000,560.9000000,2301237
TATN,D,20200728,000000,562.9000000,563.0000000,554.4000000,557.0000000,1922091
TATN,D,20200729,000000,557.5000000,564.8000000,555.6000000,563.0000000,1931897
TATN,D,20200730,000000,559.6000000,563.7000000,552.4000000,558.4000000,2014709
TATN,D,20200731,000000,558.0000000,559.3000000,550.3000000,554.7000000,1717623
TATN,D,20200803,000000,552.7000000,553.8000000,543.9000000,547.2000000,2606710
TATN,D,20200804,000000,545.9000000,548.8000000,541.5000000,546.8000000,2026925
TATN,D,20200805,000000,546.9000000,562.5000000,545.3000000,558.4000000,3417213
TATN,D,20200806,000000,561.3000000,562.6000000,556.2000000,561.4000000,2649963
TATN,D,20200807,000000,559.1000000,562.2000000,554.0000000,559.4000000,1591574
TATN,D,20200810,000000,560.2000000,564.0000000,555.4000000,559.8000000,2690439
TATN,D,20200811,000000,561.5000000,590.0000000,560.2000000,581.0000000,5648917
TATN,D,20200812,000000,582.0000000,608.4000000,582.0000000,605.6000000,6681665
TATN,D,20200813,000000,604.7000000,615.6000000,598.0000000,604.9000000,4368858
TATN,D,20200814,000000,609.3000000,612.0000000,600.0000000,608.5000000,3042933
TATN,D,20200817,000000,611.0000000,616.4000000,596.3000000,600.1000000,3634214
TATN,D,20200818,000000,599.5000000,611.2000000,594.4000000,597.6000000,3382756
TATN,D,20200819,000000,598.0000000,598.4000000,583.0000000,590.9000000,2262748
TATN,D,20200820,000000,589.0000000,589.7000000,562.5000000,572.8000000,4191528
TATN,D,20200821,000000,574.0000000,577.3000000,555.1000000,566.1000000,3607093
TATN,D,20200824,000000,568.0000000,573.7000000,565.5000000,570.7000000,2164611
TATN,D,20200825,000000,572.9000000,575.0000000,565.2000000,571.0000000,1837384
TATN,D,20200826,000000,570.4000000,574.6000000,563.2000000,571.6000000,2428058
TATN,D,20200827,000000,573.9000000,574.0000000,560.0000000,561.4000000,2393703
TATN,D,20200828,000000,561.6000000,561.9000000,553.3000000,556.8000000,2141319
TATN,D,20200831,000000,557.4000000,561.2000000,544.5000000,547.8000000,4130086
TATN,D,20200901,000000,549.9000000,550.8000000,543.1000000,549.5000000,3141932
TATN,D,20200902,000000,550.2000000,553.5000000,541.4000000,545.0000000,3575581
TATN,D,20200903,000000,542.8000000,544.6000000,529.2000000,532.6000000,4751102
TATN,D,20200904,000000,532.4000000,540.4000000,529.3000000,536.4000000,2950513
TATN,D,20200907,000000,534.4000000,538.3000000,531.6000000,533.9000000,1297229
TATN,D,20200908,000000,534.7000000,534.7000000,519.1000000,523.9000000,3236195
TATN,D,20200909,000000,521.1000000,531.3000000,519.9000000,529.7000000,2631827
TATN,D,20200910,000000,529.7000000,531.1000000,522.3000000,528.0000000,2271507
TATN,D,20200911,000000,528.2000000,537.6000000,527.0000000,537.6000000,2472397
TATN,D,20200914,000000,539.1000000,547.6000000,536.3000000,538.9000000,3027666
TATN,D,20200915,000000,538.1000000,553.1000000,537.2000000,552.8000000,2916615
TATN,D,20200916,000000,554.0000000,557.5000000,516.1000000,531.4000000,10461564
TATN,D,20200917,000000,526.9000000,529.7000000,508.1000000,517.4000000,10139018
TATN,D,20200918,000000,518.3000000,520.0000000,503.8000000,507.8000000,7355648
TATN,D,20200921,000000,506.7000000,506.7000000,475.7000000,480.7000000,9268530
TATN,D,20200922,000000,478.8000000,482.8000000,469.2000000,479.7000000,7086715
TATN,D,20200923,000000,479.9000000,480.1000000,460.0000000,460.0000000,6437486
TATN,D,20200924,000000,459.8000000,471.4000000,448.7000000,467.5000000,9276502
TATN,D,20200925,000000,469.9000000,470.8000000,457.4000000,464.0000000,4873017
TATN,D,20200928,000000,464.6000000,479.9000000,456.6000000,474.5000000,7094588
TATN,D,20200929,000000,474.8000000,478.4000000,461.1000000,464.7000000,4479243
TATN,D,20200930,000000,463.0000000,469.4000000,460.8000000,463.6000000,3589381
TATN,D,20201001,000000,465.6000000,468.0000000,457.3000000,458.5000000,3006376
TATN,D,20201002,000000,453.9000000,456.5000000,449.5000000,453.1000000,3006638
TATN,D,20201005,000000,455.5000000,474.0000000,455.4000000,473.5000000,4346265
TATN,D,20201006,000000,473.5000000,486.7000000,464.9000000,472.5000000,6651348
TATN,D,20201007,000000,475.8000000,479.7000000,461.6000000,468.1000000,5213602
TATN,D,20201008,000000,469.3000000,473.5000000,461.1000000,464.5000000,3447344
TATN,D,20201009,000000,455.5000000,460.2000000,451.5000000,459.0000000,3684548
TATN,D,20201012,000000,459.0000000,459.0000000,452.0000000,453.6000000,3010246
TATN,D,20201013,000000,454.0000000,455.9000000,439.6000000,442.6000000,4106572
TATN,D,20201014,000000,441.8000000,446.5000000,437.2000000,443.4000000,3806642
TATN,D,20201015,000000,441.6000000,442.5000000,427.7000000,434.1000000,5267852
TATN,D,20201016,000000,432.4000000,433.8000000,426.2000000,429.2000000,4213273
TATN,D,20201019,000000,430.7000000,432.8000000,414.9000000,415.7000000,3847080
TATN,D,20201020,000000,415.7000000,424.8000000,406.4000000,421.2000000,7552688
TATN,D,20201021,000000,421.7000000,428.6000000,416.1000000,416.9000000,5154493
TATN,D,20201022,000000,416.0000000,425.9000000,413.9000000,424.6000000,4198317
